subexp,condition,cond_question,cond_answer,num,kid,group,context,request,question,answer,continuation,audio,q_start_ms,q_end_ms,a_start_ms,a_end_ms,total_ms,c_start_ms,audio_nocont,total_ms_nocont
sm,sm-all-no,all,no,7,Marta,a,C'erano diverse macchinine sulla pista.,"Marta, che aveva intenzione di rubare delle macchinine, riceverà una ricompensa se le ha rubate tutte.","Ma quindi Marta ha rubato alcune delle macchinine, oppure le ha rubate tutte?","Ne ha rubate alcune, ma non le ha rubate tutte.",ma non le ha rubate tutte.,sm-all-no-7.mp3,0,4188,4938,7900,7900,6371,sm-all-no-7-nocont.mp3,6271
sm,sm-no-all,no,all,7,Marta,b,C'erano diverse macchinine sulla pista.,"Marta, che si trovava vicino alla pista, riceverà una ricompensa se ha rubato delle macchinine.","Ma quindi Marta ha rubato alcune delle macchinine, oppure no?","Sì, ne ha rubate alcune, ma non le ha rubate tutte.",ma non le ha rubate tutte.,sm-no-all-7.mp3,0,3396,4146,7478,7478,5949,sm-no-all-7-nocont.mp3,5849
sm,sm-no-no,no,no,7,Marta,c,C'erano diverse macchinine sulla pista.,"Marta, che si trovava vicino alla pista, riceverà una ricompensa se ha rubato delle macchinine.","Ma quindi Marta ha rubato alcune delle macchinine, oppure no?","Sì, ne ha rubate alcune, ma non le ha rubate tutte.",ma non le ha rubate tutte.,sm-no-no-7.mp3,0,3396,4146,7619,7619,6090,sm-no-no-7-nocont.mp3,5990
sm,sm-all-all,all,all,8,Albi,d,C'erano diverse ciambelle sul vassoio.,"Albi, che aveva intenzione di mangiare delle ciambelle, riceverà una ricompensa se le ha mangiate tutte.","Ma quindi Albi ha mangiato alcune delle ciambelle, oppure le ha mangiate tutte?","Ne ha mangiate alcune, ma non le ha mangiate tutte.",ma non le ha mangiate tutte.,sm-all-all-8.mp3,0,4439,5189,8224,8224,6623,sm-all-all-8-nocont.mp3,6523
sm,sm-all-no,all,no,8,Albi,a,C'erano diverse ciambelle sul vassoio.,"Albi, che aveva intenzione di mangiare delle ciambelle, riceverà una ricompensa se le ha mangiate tutte.","Ma quindi Albi ha mangiato alcune delle ciambelle, oppure le ha mangiate tutte?","Ne ha mangiate alcune, ma non le ha mangiate tutte.",ma non le ha mangiate tutte.,sm-all-no-8.mp3,0,4439,5189,8229,8229,6628,sm-all-no-8-nocont.mp3,6528
sm,sm-no-all,no,all,8,Albi,b,C'erano diverse ciambelle sul vassoio.,"Albi, che si trovava vicino al vassoio, riceverà una ricompensa se ha mangiato delle ciambelle.","Ma quindi Albi ha mangiato alcune delle ciambelle, oppure no?","Sì, ne ha mangiate alcune, ma non le ha mangiate tutte.",ma non le ha mangiate tutte.,sm-no-all-8.mp3,0,3503,4253,7799,7799,6198,sm-no-all-8-nocont.mp3,6098
sm,sm-no-no,no,no,8,Albi,c,C'erano diverse ciambelle sul vassoio.,"Albi, che si trovava vicino al vassoio, riceverà una ricompensa se ha mangiato delle ciambelle.","Ma quindi Albi ha mangiato alcune delle ciambelle, oppure no?","Sì, ne ha mangiate alcune, ma non le ha mangiate tutte.",ma non le ha mangiate tutte.,sm-no-no-8.mp3,0,3503,4253,7804,7804,6203,sm-no-no-8-nocont.mp3,6103
sm,sm-all-all,all,all,9,Eva,d,C'erano diversi calici nella credenza.,"Eva, che aveva intenzione di rompere dei calici, riceverà una ricompensa se li ha rotti tutti.","Ma quindi Eva ha rotto alcuni dei calici, oppure li ha rotti tutti?","Ne ha rotti alcuni, ma non li ha rotti tutti.",ma non li ha rotti tutti.,sm-all-all-9.mp3,0,3936,4686,7706,7706,6123,sm-all-all-9-nocont.mp3,6023
sm,sm-all-no,all,no,9,Eva,a,C'erano diversi calici nella credenza.,"Eva, che aveva intenzione di rompere dei calici, riceverà una ricompensa se li ha rotti tutti.","Ma quindi Eva ha rotto alcuni dei calici, oppure li ha rotti tutti?","Ne ha rotti alcuni, ma non li ha rotti tutti.",ma non li ha rotti tutti.,sm-all-no-9.mp3,0,3936,4686,7582,7582,5999,sm-all-no-9-nocont.mp3,5899
sm,sm-no-all,no,all,9,Eva,b,C'erano diversi calici nella credenza.,"Eva, che si trovava vicino alla credenza, riceverà una ricompensa se ha rotto dei calici.","Ma quindi Eva ha rotto alcuni dei calici, oppure no?","Sì, ne ha rotti alcuni, ma non li ha rotti tutti.",ma non li ha rotti tutti.,sm-no-all-9.mp3,0,2922,3672,7203,7203,5620,sm-no-all-9-nocont.mp3,5520
sm,sm-no-no,no,no,9,Eva,c,C'erano diversi calici nella credenza.,"Eva, che si trovava vicino alla credenza, riceverà una ricompensa se ha rotto dei calici.","Ma quindi Eva ha rotto alcuni dei calici, oppure no?","Sì, ne ha rotti alcuni, ma non li ha rotti tutti.",ma non li ha rotti tutti.,sm-no-no-9.mp3,0,2922,3672,7079,7079,5496,sm-no-no-9-nocont.mp3,5396
sm,sm-all-all,all,all,10,Nico,d,C'erano diverse lucciole in riva al fiume.,"Nico, che aveva intenzione di catturare delle lucciole, riceverà una ricompensa se le ha catturate tutte.","Ma quindi Nico ha catturato alcune delle lucciole, oppure le ha catturate tutte?","Ne ha catturate alcune, ma non le ha catturate tutte.",ma non le ha catturate tutte.,sm-all-all-10.mp3,0,4508,5258,8720,8720,6932,sm-all-all-10-nocont.mp3,6832
sm,sm-all-no,all,no,10,Nico,a,C'erano diverse lucciole in riva al fiume.,"Nico, che aveva intenzione di catturare delle lucciole, riceverà una ricompensa se le ha catturate tutte.","Ma quindi Nico ha catturato alcune delle lucciole, oppure le ha catturate tutte?","Ne ha catturate alcune, ma non le ha catturate tutte.",ma non le ha catturate tutte.,sm-all-no-10.mp3,0,4508,5258,8604,8604,6816,sm-all-no-10-nocont.mp3,6716
sm,sm-no-all,no,all,10,Nico,b,C'erano diverse lucciole in riva al fiume.,"Nico, che si trovava in riva al fiume, riceverà una ricompensa se ha catturato delle lucciole.","Ma quindi Nico ha catturato alcune delle lucciole, oppure no?","Sì, ne ha catturate alcune, ma non le ha catturate tutte.",ma non le ha catturate tutte.,sm-no-all-10.mp3,0,3307,4057,8030,8030,6242,sm-no-all-10-nocont.mp3,6142
sm,sm-no-no,no,no,10,Nico,c,C'erano diverse lucciole in riva al fiume.,"Nico, che si trovava in riva al fiume, riceverà una ricompensa se ha catturato delle lucciole.","Ma quindi Nico ha catturato alcune delle lucciole, oppure no?","Sì, ne ha catturate alcune, ma non le ha catturate tutte.",ma non le ha catturate tutte.,sm-no-no-10.mp3,0,3307,4057,7914,7914,6126,sm-no-no-10-nocont.mp3,6026
sm,sm-all-all,all,all,11,Luna,d,C'erano diversi tappeti in casa.,"Luna, che aveva intenzione di sporcare dei tappeti, riceverà una ricompensa se li ha sporcati tutti.","Ma quindi Luna ha sporcato alcuni dei tappeti, oppure li ha sporcati tutti?","Ne ha sporcati alcuni, ma non li ha sporcati tutti.",ma non li ha sporcati tutti.,sm-all-all-11.mp3,0,4314,5064,8368,8368,6701,sm-all-all-11-nocont.mp3,6601
sm,sm-all-no,all,no,11,Luna,a,C'erano diversi tappeti in casa.,"Luna, che aveva intenzione di sporcare dei tappeti, riceverà una ricompensa se li ha sporcati tutti.","Ma quindi Luna ha sporcato alcuni dei tappeti, oppure li ha sporcati tutti?","Ne ha sporcati alcuni, ma non li ha sporcati tutti.",ma non li ha sporcati tutti.,sm-all-no-11.mp3,0,4314,5064,8241,8241,6574,sm-all-no-11-nocont.mp3,6474
sm,sm-no-all,no,all,11,Luna,b,C'erano diversi tappeti in casa.,"Luna, che si trovava in casa, riceverà una ricompensa se ha sporcato dei tappeti.","Ma quindi Luna ha sporcato alcuni dei tappeti, oppure no?","Sì, ne ha sporcati alcuni, ma non li ha sporcati tutti.",ma non li ha sporcati tutti.,sm-no-all-11.mp3,0,3312,4062,7877,7877,6210,sm-no-all-11-nocont.mp3,6110
sm,sm-no-no,no,no,11,Luna,c,C'erano diversi tappeti in casa.,"Luna, che si trovava in casa, riceverà una ricompensa se ha sporcato dei tappeti.","Ma quindi Luna ha sporcato alcuni dei tappeti, oppure no?","Sì, ne ha sporcati alcuni, ma non li ha sporcati tutti.",ma non li ha sporcati tutti.,sm-no-no-11.mp3,0,3312,4062,7750,7750,6083,sm-no-no-11-nocont.mp3,5983
sm,sm-all-all,all,all,12,Pietro,d,C'erano diverse cravatte nel cassettone.,"Pietro, che aveva intenzione di nascondere delle cravatte, riceverà una ricompensa se le ha nascoste tutte.","Ma quindi Pietro ha nascosto alcune delle cravatte, oppure le ha nascoste tutte?","Ne ha nascoste alcune, ma non le ha nascoste tutte.",ma non le ha nascoste tutte.,sm-all-all-12.mp3,0,4379,5129,8201,8201,6603,sm-all-all-12-nocont.mp3,6503
sm,sm-all-no,all,no,12,Pietro,a,C'erano diverse cravatte nel cassettone.,"Pietro, che aveva intenzione di nascondere delle cravatte, riceverà una ricompensa se le ha nascoste tutte.","Ma quindi Pietro ha nascosto alcune delle cravatte, oppure le ha nascoste tutte?","Ne ha nascoste alcune, ma non le ha nascoste tutte.",ma non le ha nascoste tutte.,sm-all-no-12.mp3,0,4379,5129,8199,8199,6601,sm-all-no-12-nocont.mp3,6501
sm,sm-no-all,no,all,12,Pietro,b,C'erano diverse cravatte nel cassettone.,"Pietro, che si trovava vicino al cassettone, riceverà una ricompensa se ha nascosto delle cravatte.","Ma quindi Pietro ha nascosto alcune delle cravatte, oppure no?","Sì, ne ha nascoste alcune, ma non le ha nascoste tutte.",ma non le ha nascoste tutte.,sm-no-all-12.mp3,0,3465,4215,7798,7798,6200,sm-no-all-12-nocont.mp3,6100
sm,sm-no-no,no,no,12,Pietro,c,C'erano diverse cravatte nel cassettone.,"Pietro, che si trovava vicino al cassettone, riceverà una ricompensa se ha nascosto delle cravatte.","Ma quindi Pietro ha nascosto alcune delle cravatte, oppure no?","Sì, ne ha nascoste alcune, ma non le ha nascoste tutte.",ma non le ha nascoste tutte.,sm-no-no-12.mp3,0,3465,4215,7796,7796,6198,sm-no-no-12-nocont.mp3,6098
sm,sm-all-all,all,all,13,Marta,c,C'erano diverse figurine nel raccoglitore.,"Marta, che aveva intenzione di rubare delle figurine, riceverà una ricompensa se le ha rubate tutte.","Ma quindi Marta ha rubato alcune delle figurine, oppure le ha rubate tutte?","Ne ha rubate alcune, ma non le ha rubate tutte.",ma non le ha rubate tutte.,sm-all-all-13.mp3,0,4132,4882,7703,7703,6174,sm-all-all-13-nocont.mp3,6074
sm,sm-all-no,all,no,13,Marta,d,C'erano diverse figurine nel raccoglitore.,"Marta, che aveva intenzione di rubare delle figurine, riceverà una ricompensa se le ha rubate tutte.","Ma quindi Marta ha rubato alcune delle figurine, oppure le ha rubate tutte?","Ne ha rubate alcune, ma non le ha rubate tutte.",ma non le ha rubate tutte.,sm-all-no-13.mp3,0,4132,4882,7844,7844,6315,sm-all-no-13-nocont.mp3,6215
sm,sm-no-all,no,all,13,Marta,a,C'erano diverse figurine nel raccoglitore.,"Marta, che si trovava vicino al raccoglitore, riceverà una ricompensa se ha rubato delle figurine.","Ma quindi Marta ha rubato alcune delle figurine, oppure no?","Sì, ne ha rubate alcune, ma non le ha rubate tutte.",ma non le ha rubate tutte.,sm-no-all-13.mp3,0,3435,4185,7517,7517,5988,sm-no-all-13-nocont.mp3,5888
sm,sm-no-no,no,no,13,Marta,b,C'erano diverse figurine nel raccoglitore.,"Marta, che si trovava vicino al raccoglitore, riceverà una ricompensa se ha rubato delle figurine.","Ma quindi Marta ha rubato alcune delle figurine, oppure no?","Sì, ne ha rubate alcune, ma non le ha rubate tutte.",ma non le ha rubate tutte.,sm-no-no-13.mp3,0,3435,4185,7658,7658,6129,sm-no-no-13-nocont.mp3,6029
sm,sm-all-all,all,all,14,Albi,c,C'erano diversi confetti nel sacchetto.,"Albi, che aveva intenzione di mangiare dei confetti, riceverà una ricompensa se li ha mangiati tutti.","Ma quindi Albi ha mangiato alcuni dei confetti, oppure li ha mangiati tutti?","Ne ha mangiati alcuni, ma non li ha mangiati tutti.",ma non li ha mangiati tutti.,sm-all-all-14.mp3,0,4156,4906,7925,7925,6378,sm-all-all-14-nocont.mp3,6278
sm,sm-all-no,all,no,14,Albi,d,C'erano diversi confetti nel sacchetto.,"Albi, che aveva intenzione di mangiare dei confetti, riceverà una ricompensa se li ha mangiati tutti.","Ma quindi Albi ha mangiato alcuni dei confetti, oppure li ha mangiati tutti?","Ne ha mangiati alcuni, ma non li ha mangiati tutti.",ma non li ha mangiati tutti.,sm-all-no-14.mp3,0,4156,4906,7885,7885,6338,sm-all-no-14-nocont.mp3,6238
sm,sm-no-all,no,all,14,Albi,a,C'erano diversi confetti nel sacchetto.,"Albi, che si trovava vicino al sacchetto, riceverà una ricompensa se ha mangiato dei confetti.","Ma quindi Albi ha mangiato alcuni dei confetti, oppure no?","Sì, ne ha mangiati alcuni, ma non li ha mangiati tutti.",ma non li ha mangiati tutti.,sm-no-all-14.mp3,0,3271,4021,7551,7551,6004,sm-no-all-14-nocont.mp3,5904
sm,sm-no-no,no,no,14,Albi,b,C'erano diversi confetti nel sacchetto.,"Albi, che si trovava vicino al sacchetto, riceverà una ricompensa se ha mangiato dei confetti.","Ma quindi Albi ha mangiato alcuni dei confetti, oppure no?","Sì, ne ha mangiati alcuni, ma non li ha mangiati tutti.",ma non li ha mangiati tutti.,sm-no-no-14.mp3,0,3271,4021,7511,7511,5964,sm-no-no-14-nocont.mp3,5864
sm,sm-all-all,all,all,15,Eva,c,C'erano diversi piattini sulla mensola.,"Eva, che aveva intenzione di far cadere dei piattini, riceverà una ricompensa se li ha fatti cadere tutti.","Ma quindi Eva ha fatto cadere alcuni dei piattini, oppure li ha fatti cadere tutti?","Ne ha fatti cadere alcuni, ma non li ha fatti cadere tutti.",ma non li ha fatti cadere tutti.,sm-all-all-15.mp3,0,4618,5368,8765,8765,7019,sm-all-all-15-nocont.mp3,6919
sm,sm-all-no,all,no,15,Eva,d,C'erano diversi piattini sulla mensola.,"Eva, che aveva intenzione di far cadere dei piattini, riceverà una ricompensa se li ha fatti cadere tutti.","Ma quindi Eva ha fatto cadere alcuni dei piattini, oppure li ha fatti cadere tutti?","Ne ha fatti cadere alcuni, ma non li ha fatti cadere tutti.",ma non li ha fatti cadere tutti.,sm-all-no-15.mp3,0,4618,5368,8690,8690,6944,sm-all-no-15-nocont.mp3,6844
sm,sm-no-all,no,all,15,Eva,a,C'erano diversi piattini sulla mensola.,"Eva, che si trovava vicino alla mensola, riceverà una ricompensa se ha fatto cadere dei piattini.","Ma quindi Eva ha fatto cadere alcuni dei piattini, oppure no?","Sì, ne ha fatti cadere alcuni, ma non li ha fatti cadere tutti.",ma non li ha fatti cadere tutti.,sm-no-all-15.mp3,0,3443,4193,8101,8101,6355,sm-no-all-15-nocont.mp3,6255
sm,sm-no-no,no,no,15,Eva,b,C'erano diversi piattini sulla mensola.,"Eva, che si trovava vicino alla mensola, riceverà una ricompensa se ha fatto cadere dei piattini.","Ma quindi Eva ha fatto cadere alcuni dei piattini, oppure no?","Sì, ne ha fatti cadere alcuni, ma non li ha fatti cadere tutti.",ma non li ha fatti cadere tutti.,sm-no-no-15.mp3,0,3443,4193,8026,8026,6280,sm-no-no-15-nocont.mp3,6180
sm,sm-all-all,all,all,16,Nico,c,C'erano diverse lumache sul marciapiede.,"Nico, che aveva intenzione di catturare delle lumache, riceverà una ricompensa se le ha catturate tutte.","Ma quindi Nico ha catturato alcune delle lumache, oppure le ha catturate tutte?","Ne ha catturate alcune, ma non le ha catturate tutte.",ma non le ha catturate tutte.,sm-all-all-16.mp3,0,4453,5203,8665,8665,6877,sm-all-all-16-nocont.mp3,6777
sm,sm-all-no,all,no,16,Nico,d,C'erano diverse lumache sul marciapiede.,"Nico, che aveva intenzione di catturare delle lumache, riceverà una ricompensa se le ha catturate tutte.","Ma quindi Nico ha catturato alcune delle lumache, oppure le ha catturate tutte?","Ne ha catturate alcune, ma non le ha catturate tutte.",ma non le ha catturate tutte.,sm-all-no-16.mp3,0,4453,5203,8549,8549,6761,sm-all-no-16-nocont.mp3,6661
sm,sm-no-all,no,all,16,Nico,a,C'erano diverse lumache sul marciapiede.,"Nico, che si trovava vicino al marciapiede, riceverà una ricompensa se ha catturato delle lumache.","Ma quindi Nico ha catturato alcune delle lumache, oppure no?","Sì, ne ha catturate alcune, ma non le ha catturate tutte.",ma non le ha catturate tutte.,sm-no-all-16.mp3,0,3400,4150,8123,8123,6335,sm-no-all-16-nocont.mp3,6235
sm,sm-no-no,no,no,16,Nico,b,C'erano diverse lumache sul marciapiede.,"Nico, che si trovava vicino al marciapiede, riceverà una ricompensa se ha catturato delle lumache.","Ma quindi Nico ha catturato alcune delle lumache, oppure no?","Sì, ne ha catturate alcune, ma non le ha catturate tutte.",ma non le ha catturate tutte.,sm-no-no-16.mp3,0,3400,4150,8007,8007,6219,sm-no-no-16-nocont.mp3,6119
sm,sm-all-all,all,all,17,Luna,c,C'erano diversi asciugamani nel cestone.,"Luna, che aveva intenzione di macchiare degli asciugamani, riceverà una ricompensa se li ha macchiati tutti.","Ma quindi Luna ha macchiato alcuni degli asciugamani, oppure li ha macchiati tutti?","Ne ha macchiati alcuni, ma non li ha macchiati tutti.",ma non li ha macchiati tutti.,sm-all-all-17.mp3,0,4414,5164,8163,8163,6595,sm-all-all-17-nocont.mp3,6495
sm,sm-all-no,all,no,17,Luna,d,C'erano diversi asciugamani nel cestone.,"Luna, che aveva intenzione di macchiare degli asciugamani, riceverà una ricompensa se li ha macchiati tutti.","Ma quindi Luna ha macchiato alcuni degli asciugamani, oppure li ha macchiati tutti?","Ne ha macchiati alcuni, ma non li ha macchiati tutti.",ma non li ha macchiati tutti.,sm-all-no-17.mp3,0,4414,5164,8138,8138,6570,sm-all-no-17-nocont.mp3,6470
sm,sm-no-all,no,all,17,Luna,a,C'erano diversi asciugamani nel cestone.,"Luna, che si trovava vicino al cestone, riceverà una ricompensa se ha macchiato degli asciugamani.","Ma quindi Luna ha macchiato alcuni degli asciugamani, oppure no?","Sì, ne ha macchiati alcuni, ma non li ha macchiati tutti.",ma non li ha macchiati tutti.,sm-no-all-17.mp3,0,3325,4075,7585,7585,6017,sm-no-all-17-nocont.mp3,5917
sm,sm-no-no,no,no,17,Luna,b,C'erano diversi asciugamani nel cestone.,"Luna, che si trovava vicino al cestone, riceverà una ricompensa se ha macchiato degli asciugamani.","Ma quindi Luna ha macchiato alcuni degli asciugamani, oppure no?","Sì, ne ha macchiati alcuni, ma non li ha macchiati tutti.",ma non li ha macchiati tutti.,sm-no-no-17.mp3,0,3325,4075,7560,7560,5992,sm-no-no-17-nocont.mp3,5892
sm,sm-all-all,all,all,18,Pietro,c,C'erano diverse lettere nel cassetto.,"Pietro, che aveva intenzione di nascondere delle lettere, riceverà una ricompensa se le ha nascoste tutte.","Ma quindi Pietro ha nascosto alcune delle lettere, oppure le ha nascoste tutte?","Ne ha nascoste alcune, ma non le ha nascoste tutte.",ma non le ha nascoste tutte.,sm-all-all-18.mp3,0,4298,5048,8120,8120,6522,sm-all-all-18-nocont.mp3,6422
sm,sm-all-no,all,no,18,Pietro,d,C'erano diverse lettere nel cassetto.,"Pietro, che aveva intenzione di nascondere delle lettere, riceverà una ricompensa se le ha nascoste tutte.","Ma quindi Pietro ha nascosto alcune delle lettere, oppure le ha nascoste tutte?","Ne ha nascoste alcune, ma non le ha nascoste tutte.",ma non le ha nascoste tutte.,sm-all-no-18.mp3,0,4298,5048,8118,8118,6520,sm-all-no-18-nocont.mp3,6420
sm,sm-no-all,no,all,18,Pietro,a,C'erano diverse lettere nel cassetto.,"Pietro, che si trovava vicino al cassetto, riceverà una ricompensa se ha nascosto delle lettere.","Ma quindi Pietro ha nascosto alcune delle lettere, oppure no?","Sì, ne ha nascoste alcune, ma non le ha nascoste tutte.",ma non le ha nascoste tutte.,sm-no-all-18.mp3,0,3460,4210,7793,7793,6195,sm-no-all-18-nocont.mp3,6095
sm,sm-no-no,no,no,18,Pietro,b,C'erano diverse lettere nel cassetto.,"Pietro, che si trovava vicino al cassetto, riceverà una ricompensa se ha nascosto delle lettere.","Ma quindi Pietro ha nascosto alcune delle lettere, oppure no?","Sì, ne ha nascoste alcune, ma non le ha nascoste tutte.",ma non le ha nascoste tutte.,sm-no-no-18.mp3,0,3460,4210,7791,7791,6193,sm-no-no-18-nocont.mp3,6093
sm,sm-all-all,all,all,19,Marta,b,C'erano diversi soldatini nello scatolone.,"Marta, che aveva intenzione di rubare dei soldatini, riceverà una ricompensa se li ha rubati tutti.","Ma quindi Marta ha rubato alcuni dei soldatini, oppure li ha rubati tutti?","Ne ha rubati alcuni, ma non li ha rubati tutti.",ma non li ha rubati tutti.,sm-all-all-19.mp3,0,4195,4945,7888,7888,6345,sm-all-all-19-nocont.mp3,6245
sm,sm-all-no,all,no,19,Marta,c,C'erano diversi soldatini nello scatolone.,"Marta, che aveva intenzione di rubare dei soldatini, riceverà una ricompensa se li ha rubati tutti.","Ma quindi Marta ha rubato alcuni dei soldatini, oppure li ha rubati tutti?","Ne ha rubati alcuni, ma non li ha rubati tutti.",ma non li ha rubati tutti.,sm-all-no-19.mp3,0,4195,4945,7891,7891,6348,sm-all-no-19-nocont.mp3,6248
sm,sm-no-all,no,all,19,Marta,d,C'erano diversi soldatini nello scatolone.,"Marta, che si trovava vicino allo scatolone, riceverà una ricompensa se ha rubato dei soldatini.","Ma quindi Marta ha rubato alcuni dei soldatini, oppure no?","Sì, ne ha rubati alcuni, ma non li ha rubati tutti.",ma non li ha rubati tutti.,sm-no-all-19.mp3,0,3367,4117,7571,7571,6028,sm-no-all-19-nocont.mp3,5928
sm,sm-no-no,no,no,19,Marta,a,C'erano diversi soldatini nello scatolone.,"Marta, che si trovava vicino allo scatolone, riceverà una ricompensa se ha rubato dei soldatini.","Ma quindi Marta ha rubato alcuni dei soldatini, oppure no?","Sì, ne ha rubati alcuni, ma non li ha rubati tutti.",ma non li ha rubati tutti.,sm-no-no-19.mp3,0,3367,4117,7574,7574,6031,sm-no-no-19-nocont.mp3,5931
sm,sm-all-all,all,all,20,Albi,b,C'erano diversi marshmallow nel sacchetto.,"Albi, che aveva intenzione di mangiare dei marshmallow, riceverà una ricompensa se li ha mangiati tutti.","Ma quindi Albi ha mangiato alcuni dei marshmallow, oppure li ha mangiati tutti?","Ne ha mangiati alcuni, ma non li ha mangiati tutti.",ma non li ha mangiati tutti.,sm-all-all-20.mp3,0,3971,4721,7740,7740,6193,sm-all-all-20-nocont.mp3,6093
sm,sm-all-no,all,no,20,Albi,c,C'erano diversi marshmallow nel sacchetto.,"Albi, che aveva intenzione di mangiare dei marshmallow, riceverà una ricompensa se li ha mangiati tutti.","Ma quindi Albi ha mangiato alcuni dei marshmallow, oppure li ha mangiati tutti?","Ne ha mangiati alcuni, ma non li ha mangiati tutti.",ma non li ha mangiati tutti.,sm-all-no-20.mp3,0,3971,4721,7700,7700,6153,sm-all-no-20-nocont.mp3,6053
sm,sm-no-all,no,all,20,Albi,d,C'erano diversi marshmallow nel sacchetto.,"Albi, che si trovava vicino al sacchetto, riceverà una ricompensa se ha mangiato dei marshmallow.","Ma quindi Albi ha mangiato alcuni dei marshmallow, oppure no?","Sì, ne ha mangiati alcuni, ma non li ha mangiati tutti.",ma non li ha mangiati tutti.,sm-no-all-20.mp3,0,3217,3967,7497,7497,5950,sm-no-all-20-nocont.mp3,5850
sm,sm-no-no,no,no,20,Albi,a,C'erano diversi marshmallow nel sacchetto.,"Albi, che si trovava vicino al sacchetto, riceverà una ricompensa se ha mangiato dei marshmallow.","Ma quindi Albi ha mangiato alcuni dei marshmallow, oppure no?","Sì, ne ha mangiati alcuni, ma non li ha mangiati tutti.",ma non li ha mangiati tutti.,sm-no-no-20.mp3,0,3217,3967,7457,7457,5910,sm-no-no-20-nocont.mp3,5810
sm,sm-all-all,all,all,21,Eva,b,C'erano diversi barattoli sul bancone.,"Eva, che aveva intenzione di far cadere dei barattoli, riceverà una ricompensa se li ha fatti cadere tutti.","Ma quindi Eva ha fatto cadere alcuni dei barattoli, oppure li ha fatti cadere tutti?","Ne ha fatti cadere alcuni, ma non li ha fatti cadere tutti.",ma non li ha fatti cadere tutti.,sm-all-all-21.mp3,0,4495,5245,8642,8642,6896,sm-all-all-21-nocont.mp3,6796
sm,sm-all-no,all,no,21,Eva,c,C'erano diversi barattoli sul bancone.,"Eva, che aveva intenzione di far cadere dei barattoli, riceverà una ricompensa se li ha fatti cadere tutti.","Ma quindi Eva ha fatto cadere alcuni dei barattoli, oppure li ha fatti cadere tutti?","Ne ha fatti cadere alcuni, ma non li ha fatti cadere tutti.",ma non li ha fatti cadere tutti.,sm-all-no-21.mp3,0,4495,5245,8567,8567,6821,sm-all-no-21-nocont.mp3,6721
sm,sm-no-all,no,all,21,Eva,d,C'erano diversi barattoli sul bancone.,"Eva, che si trovava vicino al bancone, riceverà una ricompensa se ha fatto cadere dei barattoli.","Ma quindi Eva ha fatto cadere alcuni dei barattoli, oppure no?","Sì, ne ha fatti cadere alcuni, ma non li ha fatti cadere tutti.",ma non li ha fatti cadere tutti.,sm-no-all-21.mp3,0,3284,4034,7942,7942,6196,sm-no-all-21-nocont.mp3,6096
sm,sm-no-no,no,no,21,Eva,a,C'erano diversi barattoli sul bancone.,"Eva, che si trovava vicino al bancone, riceverà una ricompensa se ha fatto cadere dei barattoli.","Ma quindi Eva ha fatto cadere alcuni dei barattoli, oppure no?","Sì, ne ha fatti cadere alcuni, ma non li ha fatti cadere tutti.",ma non li ha fatti cadere tutti.,sm-no-no-21.mp3,0,3284,4034,7867,7867,6121,sm-no-no-21-nocont.mp3,6021
sm,sm-all-all,all,all,22,Nico,b,C'erano diversi scoiattoli sull'albero.,"Nico, che aveva intenzione di far scappare degli scoiattoli, riceverà una ricompensa se li ha fatti scappare tutti.","Ma quindi Nico ha fatto scappare alcuni degli scoiattoli, oppure li ha fatti scappare tutti?","Ne ha fatti scappare alcuni, ma non li ha fatti scappare tutti.",ma non li ha fatti scappare tutti.,sm-all-all-22.mp3,0,4987,5737,9366,9366,7510,sm-all-all-22-nocont.mp3,7410
sm,sm-all-no,all,no,22,Nico,c,C'erano diversi scoiattoli sull'albero.,"Nico, che aveva intenzione di far scappare degli scoiattoli, riceverà una ricompensa se li ha fatti scappare tutti.","Ma quindi Nico ha fatto scappare alcuni degli scoiattoli, oppure li ha fatti scappare tutti?","Ne ha fatti scappare alcuni, ma non li ha fatti scappare tutti.",ma non li ha fatti scappare tutti.,sm-all-no-22.mp3,0,4987,5737,9381,9381,7525,sm-all-no-22-nocont.mp3,7425
sm,sm-no-all,no,all,22,Nico,d,C'erano diversi scoiattoli sull'albero.,"Nico, che si trovava vicino all'albero, riceverà una ricompensa se ha fatto scappare degli scoiattoli.","Ma quindi Nico ha fatto scappare alcuni degli scoiattoli, oppure no?","Sì, ne ha fatti scappare alcuni, ma non li ha fatti scappare tutti.",ma non li ha fatti scappare tutti.,sm-no-all-22.mp3,0,3702,4452,8592,8592,6736,sm-no-all-22-nocont.mp3,6636
sm,sm-no-no,no,no,22,Nico,a,C'erano diversi scoiattoli sull'albero.,"Nico, che si trovava vicino all'albero, riceverà una ricompensa se ha fatto scappare degli scoiattoli.","Ma quindi Nico ha fatto scappare alcuni degli scoiattoli, oppure no?","Sì, ne ha fatti scappare alcuni, ma non li ha fatti scappare tutti.",ma non li ha fatti scappare tutti.,sm-no-no-22.mp3,0,3702,4452,8607,8607,6751,sm-no-no-22-nocont.mp3,6651
